onet_soc_code,canonical_title,normalized_canonical_title,matched_target_families,alternate_title_count,knowledge_count,technology_example_count,sample_alternate_titles,sample_top_knowledge,sample_top_technology_examples
33-9099.02,Retail Loss Prevention Specialists,retail loss prevention specialists,,34,4,11,Asset Protection Agent | Asset Protection Associate (APA) | Asset Protection Coordinator | Asset Protection Detective | Asset Protection Greeter | Asset Protection Investigator | Asset Protection Manager | Asset Protection Officer,computers and electronics | mathematics | telecommunications | engineering and technology,microsoft excel | microsoft access | microsoft windows | structured query language sql | aspect loss prevention aspect elitelp | case management system software | database software | enterprise application integration eai software
35-1011.00,Chefs and Head Cooks,chefs and head cooks,,51,4,15,Baker | Banquet Chef | Bread and Pastry Baker | Cake Froster | Cake Icer | Cake Maker | Cake Mixer | Certified Executive Chef (CEC),mathematics | computers and electronics | engineering and technology | telecommunications,microsoft excel | facebook | google sheets | adp etime | axxya systems nutritionist pro | barrington software cookenpro commercial | costguard | culinary software services cheftec
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,first-line supervisors of food preparation and serving workers,,59,4,15,Banquet Captain | Banquet Supervisor | Bar Manager | Bartender Manager | Cafeteria Manager | Cafeteria Supervisor | Canteen Manager | Cocktail Lounge Manager,mathematics | computers and electronics | engineering and technology | telecommunications,microsoft excel | microsoft project | adp workforce now | caterpro | cbord foodservice suite | cbord group menu management system | compeat restaurant accounting systems | compris advanced manager s workstation
35-2011.00,"Cooks, Fast Food",cooks fast food,,25,4,6,Cook | Deep Fat Fryer Operator | Fast Food Cook | Fast Food Fry Cook | Fast Food Worker | Food Service Cook | Fry Cook | Fryer,computers and electronics | mathematics | telecommunications | engineering and technology,microsoft excel | aldelo systems aldelo for restaurants pro | foodman home-delivery | plexis software plexis pos | point of sale pos software | restaurantplus pro
35-2012.00,"Cooks, Institution and Cafeteria",cooks institution and cafeteria,,23,4,8,Boarding House Cook | Cafeteria Cook | Camp Cook | Cook | Culinary Specialist | Dietary Aide | Dietary Cook | Dinner Cook,mathematics | computers and electronics | engineering and technology | telecommunications,microsoft excel | gnome gnutrition | ibm lotus 1-2-3 | meals plus | pcs revenue control systems fastrak school meal software | point of sale pos software | spreadsheet software | word processing software
35-2013.00,"Cooks, Private Household",cooks private household,,15,4,10,Certified Personal Chef (CPC) | Cook | Cooking Chef | Culinary Artist | Culinary Chef | Culinary Specialist | Culinary Worker | Dinner Cook,mathematics | computers and electronics | telecommunications | engineering and technology,intuit quickbooks | wordpress | appca personal chef office | cooking e-books | cost tracking software | email software | food inventory software | web browser software
35-2014.00,"Cooks, Restaurant",cooks restaurant,,25,4,7,Back Line Cook | Back of House Team Member (BOH Team Member) | Banquet Cook | Breakfast Cook | Broiler Cook | Chef De Partie | Cook | Foreign Food Specialty Cook,mathematics | computers and electronics | telecommunications | engineering and technology,facebook | microsoft excel | food safety labeling systems | inventory management software | menu planning software | point of sale pos restaurant software | recipe cost control software
35-2015.00,"Cooks, Short Order",cooks short order,,29,4,6,Barbecue Cook | Bed and Breakfast Cook (B&B Cook) | Breakfast Cook | Breakfast Line Cook | Broiler Cook | Chuck Wagon Cook | Cook | Deli Cook (Delicatessen Cook),mathematics | computers and electronics | telecommunications | engineering and technology,aldelo systems aldelo for restaurants pro | foodman home-delivery | inventory control software | plexis software plexis pos | point of sale pos software | restaurantplus pro
35-2019.00,"Cooks, All Other",cooks all other,,3,0,0,Assistant Cook | Falafel Cart Cook | Fraternity House Cook,,
35-2021.00,Food Preparation Workers,food preparation workers,,74,4,14,Back of House Team Member (BOH Team Member) | Cafeteria Aide | Carver | Caterer | Caterer Helper | Catering Assistant | Chicken and Fish Butcher | Coffee Brewer,mathematics | computers and electronics | telecommunications | engineering and technology,microsoft excel | barrington software cookenpro commercial | cbord foodservice suite | cbord netrecipe | culinary software services cheftec | egs calcmenu | ipro | master cook deluxe professional cook
35-3011.00,Bartenders,bartenders,,16,4,11,Banquet Bartender | Bar Attendant | Bar Captain | Bar Tender | Barkeep | Barkeeper | Barmaid | Barman,mathematics | computers and electronics | telecommunications | engineering and technology,facebook | azz cardfile | compris software | focus point of sale pos software | intuit quickbooks point of sale | micros systems hsi profits series | ncr advanced checkout solution | ncr neighborhoodpos
35-3023.00,Fast Food and Counter Workers,fast food and counter workers,,102,4,15,Back of House Team Member (BOH Team Member) | Bakery Associate | Barista | Bistro Team Member | Cafe Server | Cafe Worker | Cafeteria Food Server | Cafeteria Lunchroom Counter Attendant,mathematics | computers and electronics | engineering and technology | telecommunications,facebook | microsoft excel | microsoft windows | aldelo systems aldelo for restaurants pro | compris software | foodman home-delivery | intuit quickbooks point of sale | menu and nutrition database software
35-3023.01,Baristas,baristas,,12,4,3,Barista | Cafe Barista | Catering Barista | Coffee Bar Attendant | Coffee Barista | Coffee Brewer | Coffee Maker | Coffee Shop Attendant,mathematics | computers and electronics | telecommunications | engineering and technology,microsoft excel | accounting software | point of sale pos software
35-3031.00,Waiters and Waitresses,waiters and waitresses,,34,4,11,Banquet Server | Banquet Waiter | Banquet Waitress | Bar Waiter | Bar Waitress | Buffet Waiter | Buffet Waitress | Busser,mathematics | computers and electronics | telecommunications | engineering and technology,facebook | blink | compris advanced manager s workstation | compris software | hospitality control solutions aloha point-of-sale | intuit quickbooks point of sale | micros systems hsi profits series | ncr advanced checkout solution
35-3041.00,"Food Servers, Nonrestaurant",food servers nonrestaurant,,40,4,6,Boat Hop | Car Attendant | Car Hop | Curb Attendant | Curb Hop | Curber | Dining Room Server | Food Cart Attendant,mathematics | computers and electronics | telecommunications | engineering and technology,facebook | microsoft windows | capital codeworks menumax | cbord nutrition service suite | picis caresuite | point of sale pos software
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,dining room and cafeteria attendants and bartender helpers,,61,4,6,Banquet Houseperson | Banquet Set Up Person | Bar Attendant | Bar Back | Barback | Barmaid | Bartender Helper | Beverage Server,computers and electronics | mathematics | telecommunications | engineering and technology,facebook | microsoft excel | microsoft windows | cafe cartel systems | plexis software plexis pos | restaurantplus pro
35-9021.00,Dishwashers,dishwashers,,27,4,2,Breakdown Person | Bus Person | Busser | Dish Machine Operator (DMO) | Dish Person | Dish Room Worker | Dish Runner | Dish Stacker,mathematics | telecommunications | engineering and technology | computers and electronics,facebook | microsoft windows
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",hosts and hostesses restaurant lounge and coffee shop,,25,4,10,Bar Host | Bar Hostess | Breakfast Host | Buffet Hostess | Deli Host (Delicatessen Host) | Dining Coordinator | Dining Room Host | Dining Room Hostess,computers and electronics | mathematics | telecommunications | engineering and technology,facebook | microsoft excel | microsoft windows | avenista table reservations | guestbridge reserve | hospitality control solutions aloha point-of-sale | imagic restaurant reservation | opentable
35-9099.00,"Food Preparation and Serving Related Workers, All Other",food preparation and serving related workers all other,,12,0,0,Automat Car Attendant | Dietitian Helper | Food Aide | Food Mobile Driver | Food Order Expediter | Food and Beverage Checker | Galley Boy | Galley Worker,,
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,first-line supervisors of housekeeping and janitorial workers,,40,4,13,Building Cleaning Supervisor | Building Services Supervisor | Building Superintendent | Building Supervisor | Buildings and Grounds Supervisor | Butler | Cleaning Staff Supervisor | Cleaning Supervisor,mathematics | computers and electronics | engineering and technology | telecommunications,microsoft excel | facebook | microsoft access | microsoft project | sap software | computerized bed control system software | computerized maintenance management system cmms | email software
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",first-line supervisors of landscaping lawn service and groundskeeping workers,,44,4,5,Arborist Crew Leader | Buildings and Grounds Supervisor | Cemetery Workers Supervisor | Enhancement Manager | Field Manager | Gardening Manager | Gardening Supervisor | Golf Course Manager,mathematics | computers and electronics | engineering and technology | telecommunications,facebook | microsoft excel | inventory management software | payroll software | work order software
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",janitors and cleaners except maids and housekeeping cleaners,,110,4,4,Airport Attendant | Alley Cleaner | Blinds Cleaner | Blinds Washer | Brass Cleaner | Brass Polisher | Building Attendant | Building Custodian,telecommunications | computers and electronics | mathematics | engineering and technology,microsoft excel | eko | operating system software | squeegee
37-2012.00,Maids and Housekeeping Cleaners,maids and housekeeping cleaners,,67,4,9,Bed Maker | Bunk House Worker | Butler | Cabin Cleaner | Chambermaid | Charwoman | Cleaner | Cleaning Maid,telecommunications | computers and electronics | mathematics | engineering and technology,facebook | microsoft excel | microsoft windows | blink | computerized bed control system software | computerized maintenance management system cmms | eko | email software
37-2019.00,"Building Cleaning Workers, All Other",building cleaning workers all other,,13,0,0,Air Purifier Servicer | Building Pressure Washer | Campground Attendant | Chimney Sweep | Chimney Sweeper | Disease Control Inspector | Duct Cleaner | Hand Rug Cleaner,,
37-2021.00,Pest Control Workers,pest control workers,,48,4,10,Bed Bug Exterminator | Certified Pest Control Technician | Chemical Applicator | Commercial Pest Control Representative | Commercial Pest Control Technician | Commercial Technician | Extermination Inspector | Exterminator,mathematics | computers and electronics | engineering and technology | telecommunications,intuit quickbooks | microsoft excel | microsoft sharepoint | database software | email software | marathon data systems pestpac | report writing software | supply inventory software
37-3011.00,Landscaping and Groundskeeping Workers,landscaping and groundskeeping workers,,98,4,4,Athletic Field Custodian | Bonsai Tender | Brush Cutter | Caretaker | Cemetery Keeper | Cemetery Laborer | Cemetery Warden | Cemetery Worker,mathematics | computers and electronics | engineering and technology | telecommunications,facebook | microsoft excel | microsoft windows | ibm notes
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",pesticide handlers sprayers and applicators vegetation,,42,4,8,Agricultural Service Worker | Applicator | Applicator Sprayer | Certified Pesticide Applicator | Chemical Applicator | Commercial Lawn Specialist | Crop Applicator | Custom Applicator,mathematics | computers and electronics | telecommunications | engineering and technology,facebook | google android | microsoft excel | customer database software | geographic information system gis systems | materials inventory software | rate calculation software | unit conversion software
37-3013.00,Tree Trimmers and Pruners,tree trimmers and pruners,,31,4,2,Arborist | Brush Clearing Laborer | Bucket Operator | Bucket Truck Operator | Climber | Climber Trimmer | Climbing Arborist | Diagnostician,mathematics | engineering and technology | computers and electronics | telecommunications,facebook | microsoft excel
37-3019.00,"Grounds Maintenance Workers, All Other",grounds maintenance workers all other,,13,0,0,Campground Attendant | Cemetery Worker | Chimney Sweeper | Disease Control Inspector | Garden Worker | Insect Control Inspector | Special Effects and Instruction Models Gardener | Trail Construction Worker,,
39-1013.00,First-Line Supervisors of Gambling Services Workers,first-line supervisors of gambling services workers,,51,4,5,Blackjack Pit Boss | Blackjack Supervisor | Cage Supervisor | Cardroom Manager | Cardroom Supervisor | Casino Floor Runner | Casino Floor Supervisor | Casino Floorperson,mathematics | computers and electronics | engineering and technology | telecommunications,microsoft excel | microsoft access | microsoft project | corel wordperfect office suite | operating system software
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",first-line supervisors of entertainment and recreation workers except gambling services,,44,0,6,Animal Trainer Supervisor | Aquatics Supervisor | Arcade Supervisor | Bowling Alley Operator | Caddie Supervisor | Caddy Master | Caddy Supervisor | Caddymaster,,microsoft excel | inventory management systems | point of sale pos software | timekeeping software | web browser software | work scheduling software
39-1022.00,First-Line Supervisors of Personal Service Workers,first-line supervisors of personal service workers,,27,4,6,Adult Family Home Program Manager | Animal Trainer Supervisor | Aquatics Supervisor | Bar and Restaurant Manager | Barber Shop Manager | Beauty Shop Manager | Bell Captain | Bellhop Service Captain,computers and electronics | mathematics | telecommunications | engineering and technology,microsoft excel | inventory management systems | point of sale pos software | timekeeping software | web browser software | work scheduling software
39-2011.00,Animal Trainers,animal trainers,,51,4,13,Agility Instructor | Animal Handler | Animal Trainer | Bronc Breaker | Bronc Buster | Canine Handler | Canine Service Teacher | Cat Groomer,computers and electronics | mathematics | engineering and technology | telecommunications,atlassian jira | epic systems | facebook | microsoft excel | microsoft project | microsoft windows | oracle database | oracle peoplesoft
39-2021.00,Animal Caretakers,animal caretakers,,80,4,13,Animal Care Attendant | Animal Care Giver (ACG) | Animal Care Service Worker | Animal Care Specialist | Animal Care Taker | Animal Care Technician | Animal Caregiver | Animal Caretaker,mathematics | computers and electronics | telecommunications | engineering and technology,microsoft access | microsoft excel | ceejs the pet groomer s secretary | daysmart software 123pet | daysmart software appointment-plus | envision pet grooming | groom pro | groomsoft
39-3011.00,Gambling Dealers,gambling dealers,,35,4,5,Baccarat Dealer | Big Six Dealer | Black Jack Dealer | Blackjack Dealer | Card Dealer | Card Game Operator | Card Grader | Casino Dealer,mathematics | computers and electronics | telecommunications | engineering and technology,apache hadoop | apache spark | microsoft excel | slack | email software
39-3012.00,Gambling and Sports Book Writers and Runners,gambling and sports book writers and runners,,38,4,4,Bet Taker | Betting Clerk | Bingo Caller | Bingo Clerk | Bingo Floater | Bingo Worker | Bookie | Bookmaker,mathematics | computers and electronics | telecommunications | engineering and technology,microsoft excel | microsoft windows | credit card processing software | web browser software
39-3019.00,"Gambling Service Workers, All Other",gambling service workers all other,,28,0,0,Bingo Attendant | Bingo Caller | Bingo Checker | Bingo Clerk | Bingo Usher | Card Player | Card Seller | Card Table Attendant,,
39-3021.00,Motion Picture Projectionists,motion picture projectionists,,23,4,8,Booth Operator | Booth Usher | Cinema Operator | Cinema Projectionist | Cinematographer | Digital Projectionist | Equipment Operator | Film Projector Operator,computers and electronics | engineering and technology | mathematics | telecommunications,apple macos | autodesk autocad | facebook | microsoft excel | audio calibration software | avid technology inews | enterprise resource planning erp software | web browser software
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",ushers lobby attendants and ticket takers,,39,4,4,Admittance Attendant | Attractions Associate | Concessionist | Docent | Door Attendant | Door Captain | Door Tender | Doorman,computers and electronics | mathematics | telecommunications | engineering and technology,microsoft excel | microsoft windows mobile | ticket alternative express entry | ticket scanning software
39-3091.00,Amusement and Recreation Attendants,amusement and recreation attendants,,146,4,7,Activities Attendant | Alley Worker | Amusement Attendant | Amusement Card Checker | Amusement Park Worker | Animal Ride Attendant | Arcade Attendant | Artificial Snow Making Machine Operator,computers and electronics | mathematics | engineering and technology | telecommunications,facebook | microsoft excel | microsoft windows | adobe pagemaker | calendar and scheduling software | database software | microsoft internet explorer
39-3092.00,Costume Attendants,costume attendants,,27,4,4,Costume Attendant | Costume Cutter | Costume Draper | Costume Dresser | Costume Mistress | Costume Seamstress | Costume Shop Coordinator | Costume Specialist,mathematics | engineering and technology | computers and electronics | telecommunications,microsoft excel | database software | garment tracking software | web browser software
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",locker room coatroom and dressing room attendants,,55,4,7,Area Attendant | Athletic Equipment Manager | Attendant | Bath Attendant | Bath Steward | Bathhouse Attendant | Bathhouse Keeper | Change House Attendant,mathematics | telecommunications | computers and electronics | engineering and technology,facebook | microsoft excel | ibm lotus 1-2-3 | intellitrack dms check in-out | inventory tracking software | sportsoft equipment manager | web browser software
39-3099.00,"Entertainment Attendants and Related Workers, All Other",entertainment attendants and related workers all other,,10,0,0,Cardroom Attendant | Cardroom Plastic Card Grader | Chip Mucker | Chip Person | Floor Attendant | Gambler | Game Attendant | Game Room Attendant,,
39-4011.00,Embalmers,embalmers,,8,4,8,Anatomical Embalmer | Arterial Embalmer | Embalmer | Funeral Embalmer | Funeral Services Embalmer | Licensed Embalmer | Restorative Art Embalmer | Trade Embalmer,computers and electronics | mathematics | telecommunications | engineering and technology,microsoft excel | belmar and associates mortware | corel wordperfect office suite | custom data systems sterling management software | fpa software maccs | hmis advantage | twin tier technologies mims | web browser software
39-4012.00,Crematory Operators,crematory operators,,6,0,3,Cremation Arranger | Cremator | Crematory Operator | Operations Team Member (Ops Team Member) | Pet Crematory Operator | Removal Technician (Removal Tech),,microsoft excel | belmar and associates mortware | hmis advantage
39-4021.00,Funeral Attendants,funeral attendants,,17,4,3,Cemetery Services Specialist | Funeral Assistant | Funeral Associate | Funeral Attendant | Funeral Director | Funeral Greeter | Funeral Home Assistant | Funeral Home Associate,computers and electronics | mathematics | telecommunications | engineering and technology,microsoft excel | bookkeeping software | icims talent cloud software
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",morticians undertakers and funeral arrangers,,20,4,12,Arranger | Cemetery Manager | Certified Mortician | Embalmer | Funeral Arrangement Director | Funeral Arranger | Funeral Counselor | Funeral Director,computers and electronics | mathematics | telecommunications | engineering and technology,microsoft access | microsoft excel | salesforce software | belmar and associates mortware | corel wordperfect office suite | custom data systems sterling management software | fpa software maccs | funeralkiosk
39-5011.00,Barbers,barbers,,8,4,8,Barber | Barber Shop Operator | Barber Stylist | Hair Cutter | Hairstylist | Licensed Barber | Stylist | Tonsorial Artist,mathematics | computers and electronics | telecommunications | engineering and technology,facebook | linux | microsoft excel | microsoft windows | appointment scheduling software | customer information databases | point of sale pos payment software | youtube
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",hairdressers hairstylists and cosmetologists,,43,4,8,Beautician | Beauty Advisor | Beauty Operator | Beauty Specialist | Beauty Therapist | Colorist | Cosmetic Consultant | Cosmetician,mathematics | computers and electronics | engineering and technology | telecommunications,apple ios | facebook | intuit quickbooks | microsoft excel | appointment scheduling software | customer information databases | sale processing software | youtube
39-5091.00,"Makeup Artists, Theatrical and Performance",makeup artists theatrical and performance,,19,4,15,Beauty Advisor | Beauty Specialist | Beauty Stylist | Beauty Therapist | Body Make-Up Artist (Body MUA) | Certified Technician (Certified Tech) | Character Artist | Commercial Makeup Artist (Commercial MUA),computers and electronics | mathematics | telecommunications | engineering and technology,adobe photoshop | facebook | intuit quickbooks | microsoft excel | appointment scheduling software | autodesk maya | autodesk mudbox | blogging software
39-5092.00,Manicurists and Pedicurists,manicurists and pedicurists,,11,4,8,Fingernail Former | Fingernail Sculptor | Fingernail Sculpturer | Fingernail Technician | Licensed Nail Technician (Licensed Nail Tech) | Manicurist | Nail Artist | Nail Technician (Nail Tech),mathematics | computers and electronics | engineering and technology | telecommunications,facebook | microsoft excel | aknaf advantage salon software and spa software | appointment search | appointmentquest online appointment scheduler | customer information databases | daysmart software appointment-plus | daysmart software salon iris
39-5093.00,Shampooers,shampooers,,12,4,5,Hair Assistant | Hair Shampoo Assistant | Salon Shampoo Assistant | Scalp Treatment Operator | Scalp Treatment Specialist | Shampoo Assistant | Shampoo Person | Shampoo Specialist,mathematics | computers and electronics | telecommunications | engineering and technology,facebook | appointment scheduling software | email software | inventory tracking software | web browser software
39-5094.00,Skincare Specialists,skincare specialists,,27,4,3,Aesthetic RN Injector (Aesthetic Registered Nurse Injector) | Aesthetician | Beautician | Beauty Therapist | Brow Waxing Expert | Clinical Esthetician | Electrologist | Electrolysis Needle Operator,computers and electronics | engineering and technology | telecommunications | mathematics,microsoft excel | spa management software | web browser software
39-6011.00,Baggage Porters and Bellhops,baggage porters and bellhops,,46,4,2,Airport Guide | Baggage Agent | Baggage Checker | Baggage Handler | Baggage Porter | Baggage Smasher | Baggageman | Bell Attendant,computers and electronics | telecommunications | mathematics | engineering and technology,microsoft excel | corel wordperfect office suite
39-6012.00,Concierges,concierges,,21,4,9,Activities Concierge | Chef Concierge | Club Concierge | Concierge | Concierge Security Officer | Conference Concierge | Event Concierge | Front Desk Agent,computers and electronics | telecommunications | mathematics | engineering and technology,microsoft excel | yardi software | billing software | budgeting software | delphi technology | mapping software | microsoft publisher | web browser software
39-7011.00,Tour Guides and Escorts,tour guides and escorts,,52,4,15,Admitting Office Escort | Adventure Guide | Alpine Guide | Art Museum Aide | Art Museum Docent | Discovery Guide | Docent | Duck Driver,computers and electronics | telecommunications | mathematics | engineering and technology,adobe photoshop | apple safari | facebook | microsoft access | microsoft excel | zoom | centaur systems centaur travel business management system tbms | email software
39-7012.00,Travel Guides,travel guides,,33,4,12,Adventure Guide | Alpine Guide | Cruise Agent | Cruise Consultant | Cruise Coordinator | Cruise Counselor | Cruise Director | Cruise Guide,mathematics | computers and electronics | telecommunications | engineering and technology,microsoft excel | facebook | microsoft access | structured query language sql | tableau | customer information databases | data visualization software | financial accounting software
39-9011.00,Childcare Workers,childcare workers,,62,4,8,After School Coordinator | After School Counselor | Attendant | Baby Attendant | Baby Sitter | Before and After School Daycare Worker | Boarding Mother | Care Provider,mathematics | computers and electronics | engineering and technology | telecommunications,educational software | google classroom | nearpod | scheduling software | schoology | seesaw | tadpoles | web browser software
39-9011.01,Nannies,nannies,,16,4,4,Baby Sitter | Babysitter | Care Attendant | Child Care Aide | Child Care Professional | Child Care Specialist | Family Assistant | Family Manager,telecommunications | mathematics | computers and electronics | engineering and technology,microsoft excel | educational software | scheduling software | web browser software
39-9031.00,Exercise Trainers and Group Fitness Instructors,exercise trainers and group fitness instructors,,43,4,15,Aerobics Instructor | Aerobics Teacher | Aquatics Specialist | Certified Personal Trainer | Certified Pilates Instructor | Certified Yoga Instructor | Exercise Specialist | Exercise Teacher,computers and electronics | mathematics | telecommunications | engineering and technology,intuit quickbooks | microsoft excel | appointment scheduling software | bioex systems exercise expert | bioex systems fitness maker | bioex systems nutrition maker plus | blink | daysmart software appointment-plus
39-9032.00,Recreation Workers,recreation workers,,67,4,14,Activities Aide | Activities Assistant | Activities Associate | Activities Coordinator | Activities Counselor | Activities Director | Activities Leader | Activity Aide,computers and electronics | mathematics | telecommunications | engineering and technology,microsoft excel | microsoft windows | appletree | charting software | corel wordperfect office suite | database software | desktop publishing software | groupme
39-9041.00,Residential Advisors,residential advisors,,40,4,8,Cottage Parent | Cottage Supervisor | Dormitory Counselor | Dormitory Supervisor | Hall Coordinator | Hall Director | House Father | House Mother,computers and electronics | telecommunications | mathematics | engineering and technology,google docs | microsoft excel | budgeting software | email software | survey software | web browser software | website development software | word processing software
39-9099.00,"Personal Care and Service Workers, All Other",personal care and service workers all other,,58,0,0,Airline Lounge Receptionist | Body Piercer | Bootblack | Brush Worker | Butler | Chaperon | Chaperone | Closet Organizer,,
41-1011.00,First-Line Supervisors of Retail Sales Workers,first-line supervisors of retail sales workers,,79,4,15,Art Gallery Director | Auto Leasing Manager | Auto Parts Manager | Auto Rental Supervisor | Automobile Leasing Supervisor | Bakery Manager | Branch Manager | Branch Store Manager,computers and electronics | mathematics | telecommunications | engineering and technology,microsoft excel | adobe acrobat | adobe illustrator | adobe indesign | adobe photoshop | apple safari | autodesk revit | facebook
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,first-line supervisors of non-retail sales workers,,39,4,15,Advertising Material Distributors Supervisor | Blood Donor Recruiter Supervisor | Bowling Desk Clerk Supervisor | Bulk Plant Supervisor | Circulation Crew Leader | Client Service Supervisor | Customer Service Department Supervisor | Customer Service Supervisor,mathematics | computers and electronics | telecommunications | engineering and technology,microsoft excel | salesforce software | cisco webex | microsoft access | microsoft project | sap software | budgeting software | customer information databases
41-2011.00,Cashiers,cashiers,,90,4,13,Auction Clerk | Bottle Booth Attendant | Box Office Attendant | Bridge Toll Collector | Cage Cashier | Cart Attendant | Cash Checker | Cash Office Worker,mathematics | computers and electronics | telecommunications | engineering and technology,apple safari | microsoft edge | microsoft excel | microsoft windows | mozilla firefox | accounting software | afexdirect | bookkeeping software
41-2012.00,Gambling Change Persons and Booth Cashiers,gambling change persons and booth cashiers,,20,4,3,Bingo Cashier | Booth Cashier | Booth Monitor | Cage Cashier | Carousel Attendant | Cashier | Casino Banker | Casino Cashier,mathematics | computers and electronics | telecommunications | engineering and technology,microsoft excel | spreadsheet software | word processing software
41-2021.00,Counter and Rental Clerks,counter and rental clerks,,85,4,6,Airplane Charter Clerk | Apartment Rental Clerk | Apparel Rental Clerk | Auto Rental Clerk | Automobile Rental Clerk | Automotive Customer Service Advisor (Auto Customer Service Advisor) | Baby Stroller Rental Clerk | Bicycle Rental Clerk,mathematics | computers and electronics | telecommunications | engineering and technology,microsoft excel | oracle database | database software | inventory management systems | point of sale pos software | word processing software
41-2022.00,Parts Salespersons,parts salespersons,,39,4,9,Appliance Parts Counter Clerk | Automotive Parts Clerk (Auto Parts Clerk) | Automotive Parts Counter Associate (Auto Parts Counter Associate) | Automotive Parts Counter Person (Auto Parts Counter Person) | Automotive Parts Counterperson (Auto Parts Counterperson) | Automotive Parts Handler (Auto Parts Handler) | Automotive Parts Salesperson (Auto Parts Salesperson) | Automotive Parts Specialist (Auto Parts Specialist),computers and electronics | mathematics | telecommunications | engineering and technology,microsoft excel | adobe acrobat | sap software | inventory control system software | inventory management systems | customer information databases | inventory tracking software | smugmug flickr
41-2031.00,Retail Salespersons,retail salespersons,,131,4,15,Art Dealer | Art Objects Salesperson | Auto Dealer | Automobile Accessories Salesperson | Automobile Salesman | Automobiles Salesperson | Automotive Salesperson | Bakery Clerk,mathematics | computers and electronics | telecommunications | engineering and technology,adobe acrobat | adobe creative cloud software | adobe illustrator | adobe indesign | adobe photoshop | apple macos | autodesk autocad | eclipse ide
41-3011.00,Advertising Sales Agents,advertising sales agents,,42,4,15,Account Planner | Account Specialist | Advertising Account Representative | Advertising Agent | Advertising Assistant | Advertising Consultant | Advertising Coordinator | Advertising Representative,mathematics | computers and electronics | telecommunications | engineering and technology,adobe creative cloud software | adobe indesign | adobe photoshop | canva | microsoft excel | salesforce software | adobe illustrator | facebook
41-3021.00,Insurance Sales Agents,insurance sales agents,,56,4,15,Account Representative | Account Specialist | Auto Insurance Agent (Automotive Insurance Agent) | Bilingual Insurance Sales Agent | Bond Writer | Burial Agent | Commercial Lines Account Manager | Compensation Agent,mathematics | computers and electronics | telecommunications | engineering and technology,microsoft excel | adobe after effects | facebook | microsoft windows | zoom | advantage information systems the agency advantage | agency management software | agency master
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",securities commodities and financial services sales agents,,99,4,15,Account Administrator | Account Manager | Account Specialist | Bank and Savings Securities Trader | Banker | Banker Associate | Block Trader | Bond Broker,mathematics | computers and electronics | telecommunications | engineering and technology,microsoft excel | c++ | linux | microsoft access | microsoft sharepoint | microsoft visual basic | microsoft windows | oracle java
41-3041.00,Travel Agents,travel agents,,28,4,15,Auto Travel Counselor | Beach Expert | Booking Agent | Business Travel Consultant | Certified Travel Counselor | Corporate Travel Agent | Corporate Travel Consultant | Corporate Travel Counselor,computers and electronics | telecommunications | mathematics | engineering and technology,microsoft excel | zoom | intuit quickbooks | microsoft access | sap concur | amadeus crs | sabre central command | apollo reservation system
41-3091.00,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",sales representatives of services except advertising insurance financial services and travel,,35,0,10,Account Executive | Accounts Manager | Accounts Representative | Automobile Club Membership Sales Agent | Automotive Sales Consultant (Auto Sales Consultant) | Business Services Sales Representative | Business-to-Business Sales Representative | Client Relationship Consultant,,microsoft excel | salesforce software | apple macos | hubspot software | ibm spss statistics | microsoft project | customer relationship management crm software | enterprise application integration eai software
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",sales representatives wholesale and manufacturing technical and scientific products,,87,4,15,Abrasives Sales Representative | Agricultural Sales Representative | Aircraft Equipment and Parts Sales Representative | Aircraft Sales Representative | Animal Feed Products Sales Representative | Authorized Retailer | Auto Sales Consultant (Automotive Sales Consultant) | Building Equipment and Supplies Sales Representative,mathematics | computers and electronics | engineering and technology | telecommunications,microsoft excel | salesforce software | amazon web services aws software | apache hadoop | google analytics | google workspace software | hubspot software | ibm spss statistics
41-4011.07,Solar Sales Representatives and Assessors,solar sales representatives and assessors,,28,4,14,Canvasser | Energy Consultant | Residential Solar Consultant | Residential Solar Sales Consultant | Retail Solar Advisor | Sales Associate | Sales Consultant | Sales Representative (Sales Rep),mathematics | computers and electronics | engineering and technology | telecommunications,salesforce software | adobe acrobat | autodesk autocad | google workspace software | microsoft excel | microsoft project | trimble sketchup pro | zoom
