normalized_term,skip_reason,count,raw_examples,recoverable
https //www dice com/jobs/detail/data-scientist-insigma-san-francisco-ca-94101/90763284/386012 icid sr141-5p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Insigma-San-Francisco-CA-94101/90763284/386012?icid=sr141-5p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-intern-asurion-llc-nashville-tn-37201/10106849/pro00986 icid sr174-6p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Intern-Asurion-LLC-Nashville-TN-37201/10106849/pro00986?icid=sr174-6p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-invictus-infotech-walnut-creek-ca-94595/10426580/645598 icid sr2-1p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-scientist-Invictus-Infotech-Walnut-Creek-CA-94595/10426580/645598?icid=sr2-1p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-iris-software 2c-inc -roseland-nj-07068/irissoft/addsrnj icid sr103-4p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-IRIS-Software%2C-Inc.-Roseland-NJ-07068/irissoft/ADDSRNJ?icid=sr103-4p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-ispace 2c-inc-denver-co-80201/10106153/8629489 icid sr101-4p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-iSpace%2C-Inc-Denver-CO-80201/10106153/8629489?icid=sr101-4p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-it 26 2345scient-atlanta-ga-30339/10214351/659672 icid sr146-5p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-IT%26%2345SCIENT-Atlanta-GA-30339/10214351/659672?icid=sr146-5p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-it-associates 2c-inc -chicago-il-60601/itassoc/dstt 26 2345f7 icid sr114-4p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-IT-Associates%2C-Inc.-Chicago-IL-60601/itassoc/DSTT%26%2345F7?icid=sr114-4p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-iv-sears-hoffman-estates-il-60103/10112347/954082br 26 2345933 icid sr170-6p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-IV-Sears-Hoffman-Estates-IL-60103/10112347/954082BR%26%2345933?icid=sr170-6p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-jack-richman- 26-associates- 26 2347-jra-consulting-miami-fl-33131/10111611/655659 icid sr93-4p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/DATA-SCIENTIST-Jack-Richman-%26-Associates-%26%2347-JRA-Consulting-Miami-FL-33131/10111611/655659?icid=sr93-4p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-jones-grove-it-recruiting-charlotte-nc-28209/10513610/jg666 icid sr124-5p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Jones-Grove-IT-Recruiting-Charlotte-NC-28209/10513610/JG666?icid=sr124-5p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-journeyman-leidos-springfield-mo-65801/scncapi2/tr 26 2345658047 icid sr187-7p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Journeyman-Leidos-Springfield-MO-65801/SCNCAPI2/TR%26%2345658047?icid=sr187-7p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-kaztronix-basking-ridge-nj-07920/10195552/46843 icid sr152-6p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Kaztronix-Basking-Ridge-NJ-07920/10195552/46843?icid=sr152-6p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-kmm-technologies 2c-inc-greensboro-nc-27401/10244996/647778 icid sr140-5p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-KMM-Technologies%2C-Inc-Greensboro-NC-27401/10244996/647778?icid=sr140-5p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-lawrence-harvey-new-york-city-ny-10004/10333482/bigl icid sr44-2p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Lawrence-Harvey-New-York-City-NY-10004/10333482/BIGL?icid=sr44-2p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-leidos-aurora-il-60502/scncapi2/tr 26 2345660233 icid sr38-2p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Leidos-Aurora-IL-60502/SCNCAPI2/TR%26%2345660233?icid=sr38-2p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-leidos-mclean--/scncapi2/tr 26 2345654458 icid sr3-1p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Leidos-Mclean--/SCNCAPI2/TR%26%2345654458?icid=sr3-1p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-leidos-mclean--/scncapi2/tr 26 2345662847 icid sr4-1p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Leidos-Mclean--/SCNCAPI2/TR%26%2345662847?icid=sr4-1p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-matlen-silver-charlotte-nc-28202/10113579/640601 icid sr39-2p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Matlen-Silver-Charlotte-NC-28202/10113579/640601?icid=sr39-2p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-modelling-systems-technology-group-inc - 28stg 29-dearborn-mi-48126/10124418/datascimod icid sr262-9p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Modelling-Systems-Technology-Group-Inc.-%28STG%29-Dearborn-MI-48126/10124418/dataSciMod?icid=sr262-9p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-modis-louisville-ky-40222/10425966/us en 6 916320 1026939 icid sr96-4p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Modis-Louisville-KY-40222/10425966/US_EN_6_916320_1026939?icid=sr96-4p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-modis-poway-ca-92064/cxmodsad1/us en 6 914740 1026166 icid sr71-3p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Modis-Poway-CA-92064/CXMODSAD1/US_EN_6_914740_1026166?icid=sr71-3p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-modis-southfield-mi-48075/10477088/503012 icid sr129-5p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Modis-Southfield-MI-48075/10477088/503012?icid=sr129-5p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-need-local-to-ga-for-f2f-tekshapers-atlanta-ga-30301/10335759/654024 icid sr348-12p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Need-local-to-GA-for-F2F-TekShapers-Atlanta-GA-30301/10335759/654024?icid=sr348-12p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-nic-inc-austin-tx-73301/10119425/39e6bf15 26 23451e84 26 23454dec 26 2345956e 26 2345ffc638a6aae3 icid sr18-1p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/DATA-SCIENTIST-NIC-Inc-Austin-TX-73301/10119425/39e6bf15%26%23451e84%26%23454dec%26%2345956e%26%2345ffc638a6aae3?icid=sr18-1p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-open-systems-technologies-new-york-ny-10018/opensyst/118720 icid sr37-2p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Open-Systems-Technologies-New-York-NY-10018/opensyst/118720?icid=sr37-2p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-outworx-corporation-mountain-view-ca-94039/10285856/637626 icid sr34-2p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Outworx-Corporation-Mountain-View-CA-94039/10285856/637626?icid=sr34-2p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-people-force-consulting-inc-denver-co-80014/90938791/650963 icid sr149-5p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-People-Force-Consulting-Inc-Denver-CO-80014/90938791/650963?icid=sr149-5p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-people-force-consulting-inc-denver-co-80014/90938791/650963 icid sr151-6p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-People-Force-Consulting-Inc-Denver-CO-80014/90938791/650963?icid=sr151-6p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-princeton-information-ltd-new-york-ny-10036/cxprince/18 26 234515251 icid sr147-5p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Princeton-Information-Ltd-New-York-NY-10036/cxprince/18%26%234515251?icid=sr147-5p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-principal-fedex-services-collierville-tn-38017/90615169/625909 icid sr172-6p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Principal-FedEx-Services-Collierville-TN-38017/90615169/625909?icid=sr172-6p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-prudent-technologies-and-consulting-fort-worth-tx-76131/prutx001/ck34 icid sr117-4p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Prudent-Technologies-and-Consulting-Fort-Worth-TX-76131/prutx001/CK34?icid=sr117-4p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-pyramid-consulting 2c-inc -colorado-springs-co-80903/pyrmid/18 26 234544644 icid sr139-5p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Pyramid-Consulting%2C-Inc.-Colorado-Springs-CO-80903/pyrmid/18%26%234544644?icid=sr139-5p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-quicken-loans-inc -detroit-mi-48201/10109060/25094 icid sr16-1p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Quicken-Loans-Inc.-Detroit-MI-48201/10109060/25094?icid=sr16-1p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-red-gate-group-ltd-reston-va-20191/10349707/591314 icid sr30-1p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Red-Gate-Group-LTD-Reston-VA-20191/10349707/591314?icid=sr30-1p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-robert-half-technology-chicago-il-60290/rhalfint/01300 26 23450010648346 icid sr94-4p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Robert-Half-Technology-Chicago-IL-60290/rhalfint/01300%26%23450010648346?icid=sr94-4p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-robert-half-technology-chicago-il-60290/rhalfint/01300 26 23450010651031 icid sr80-3p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Robert-Half-Technology-Chicago-IL-60290/rhalfint/01300%26%23450010651031?icid=sr80-3p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-robert-half-technology-chicago-il-60601/rhalfint/01340 26 23459501514003 icid sr56-2p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Robert-Half-Technology-Chicago-IL-60601/rhalfint/01340%26%23459501514003?icid=sr56-2p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-robert-half-technology-houston-tx-77072/rhalfint/04130 26 23450010517055 icid sr74-3p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Robert-Half-Technology-Houston-TX-77072/rhalfint/04130%26%23450010517055?icid=sr74-3p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-robert-half-technology-oklahoma-city-ok-73112/rhalfint/03500 26 23459501466939 icid sr58-2p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Robert-Half-Technology-Oklahoma-City-OK-73112/rhalfint/03500%26%23459501466939?icid=sr58-2p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-robert-half-technology-quincy-ma-02169/rhalfint/02100 26 23459501522389 icid sr85-3p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Robert-Half-Technology-Quincy-MA-02169/rhalfint/02100%26%23459501522389?icid=sr85-3p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-robert-half-technology-santa-clara-ca-95050/rhalfint/04812 26 23459501536211 icid sr66-3p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Robert-Half-Technology-Santa-Clara-CA-95050/rhalfint/04812%26%23459501536211?icid=sr66-3p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-robert-half-technology-spartanburg-sc-29303/rhalfint/03230 26 23450010663609 icid sr73-3p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Robert-Half-Technology-Spartanburg-SC-29303/rhalfint/03230%26%23450010663609?icid=sr73-3p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-s 26p-global-ratings-boston-ma-02110/rtx14fecf/240787 icid sr13-1p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-S%26P-Global-Ratings-Boston-MA-02110/RTX14fecf/240787?icid=sr13-1p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-s 26p-global-ratings-new-york-ny-10001/rtx14fecf/239549 icid sr12-1p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-S%26P-Global-Ratings-New-York-NY-10001/RTX14fecf/239549?icid=sr12-1p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-s 26p-global-ratings-new-york-ny-10001/rtx14fecf/242123 icid sr15-1p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-S%26P-Global-Ratings-New-York-NY-10001/RTX14fecf/242123?icid=sr15-1p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-s 26p-global-ratings-new-york-ny-10001/rtx14fecf/242428 icid sr8-1p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-S%26P-Global-Ratings-New-York-NY-10001/RTX14fecf/242428?icid=sr8-1p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-savantis-solutions-llc-scottsdale-az-85254/10116737/645545 icid sr137-5p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-scientist-Savantis-Solutions-LLC-Scottsdale-AZ-85254/10116737/645545?icid=sr137-5p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-seneca-resources 2c-llc-richmond-va-23219/10119426/5593 icid sr120-4p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Seneca-Resources%2C-LLC-Richmond-VA-23219/10119426/5593?icid=sr120-4p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-signature-consultants-charlotte-nc-28202/sigmass/265752 26 2345869 icid sr50-2p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Signature-Consultants-Charlotte-NC-28202/sigmass/265752%26%2345869?icid=sr50-2p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-signature-consultants-seattle-wa-98141/sigmass/267537 26 2345563 icid sr51-2p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Signature-Consultants-Seattle-WA-98141/sigmass/267537%26%2345563?icid=sr51-2p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-silverlink-technologies-llc-san-jose-ca-95134/10412304/660566 icid sr112-4p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Silverlink-Technologies-LLC-San-Jose-CA-95134/10412304/660566?icid=sr112-4p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-spi-irving-tx-75063/10115553/326065 icid sr127-5p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-SPI-Irving-TX-75063/10115553/326065?icid=sr127-5p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-sr -lead-capital-markets-placement-los-angeles-ca-90001/10120548/3625 15514213 icid sr239-8p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Sr.-Lead-Capital-Markets-Placement-Los-Angeles-CA-90001/10120548/3625_15514213?icid=sr239-8p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-ssi-boston-ma-02108/10128873/ns8302 icid sr135-5p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-SSI-Boston-MA-02108/10128873/NS8302?icid=sr135-5p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-steven-douglas-associates-waltham-ma-02451/itechsol/588409 icid sr89-3p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Steven-Douglas-Associates-Waltham-MA-02451/itechsol/588409?icid=sr89-3p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-strivector-san-jose-ca-95113/10482237/18 26 234503968 icid sr46-2p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Strivector-San-Jose-CA-95113/10482237/18%26%234503968?icid=sr46-2p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-sullivan-and-cogliano-waltham-ma-02451/10107697/ds icid sr35-2p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Sullivan-and-Cogliano-Waltham-MA-02451/10107697/DS?icid=sr35-2p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-synechron-inc -new-york-ny-10001/10111699/627401 icid sr43-2p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Synechron-Inc.-New-York-NY-10001/10111699/627401?icid=sr43-2p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-sysmind 2c-llc-albany-ny-12202/10114932/628687 icid sr91-4p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Sysmind%2C-LLC-Albany-NY-12202/10114932/628687?icid=sr91-4p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-systems-technology-group-inc - 28stg 29-dearborn-mi-48126/10124418/scientistdata icid sr121-5p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Systems-Technology-Group-Inc.-%28STG%29-Dearborn-MI-48126/10124418/ScientistData?icid=sr121-5p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-talent-cloud-staffing-tampa-fl-33607/90918719/660200 icid sr78-3p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Talent-Cloud-Staffing-Tampa-FL-33607/90918719/660200?icid=sr78-3p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-techno 26 2345comp 2c-inc -ashburn-va-20147/technonj/dl datascience icid sr142-5p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Techno%26%2345Comp%2C-Inc.-Ashburn-VA-20147/technonj/dl_datascience?icid=sr142-5p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-tekhiring-sunnyvale-ca-94085/90993822/627169 icid sr126-5p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-TEKHiring-Sunnyvale-CA-94085/90993822/627169?icid=sr126-5p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-tekvalley 2c-corp -sunnyvale-ca-94085/10216442/652150 icid sr131-5p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Tekvalley%2C-Corp.-Sunnyvale-CA-94085/10216442/652150?icid=sr131-5p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-tephra-inc -new-york-ny-10027/10462853/neel ds icid sr92-4p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Tephra-Inc.-New-York-NY-10027/10462853/Neel_DS?icid=sr92-4p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-the-csi-companies-alpharetta-ga-30004/10113246/40141 icid sr110-4p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-The-CSI-Companies-Alpharetta-GA-30004/10113246/40141?icid=sr110-4p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-the-judge-group-irving-tx-75014/cxjudgpa/582980 icid sr144-5p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-The-Judge-Group-Irving-TX-75014/cxjudgpa/582980?icid=sr144-5p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-the-judge-group-malvern-pa-19355/cxjudgpa/587798 icid sr107-4p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-The-Judge-Group-Malvern-PA-19355/cxjudgpa/587798?icid=sr107-4p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-the-judge-group-philadelphia-pa-19019/cxjudgpa/581402 icid sr108-4p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-The-Judge-Group-Philadelphia-PA-19019/cxjudgpa/581402?icid=sr108-4p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-thinkfind-corporation-fort-worth-tx-76131/10439854/1513 26 234528 26 2345mh2352 icid sr115-4p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Thinkfind-Corporation-Fort-Worth-TX-76131/10439854/1513%26%234528%26%2345MH2352?icid=sr115-4p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-thomas-new-york-ny-10001/rtl031540/608262 icid sr9-1p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Thomas-New-York-NY-10001/RTL031540/608262?icid=sr9-1p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-thoughtwave-software-and-solutions-san-francisco-ca-94101/10334366/2018 26 23456321 icid sr52-2p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Thoughtwave-Software-and-Solutions-San-Francisco-CA-94101/10334366/2018%26%23456321?icid=sr52-2p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-tranzeal 2c-inc -seattle-wa-98102/10439527/657324 icid sr99-4p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Tranzeal%2C-Inc.-Seattle-WA-98102/10439527/657324?icid=sr99-4p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-u s -tech-solutions-inc -palo-alto-ca-94304/usts/18 26 234533924 icid sr132-5p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-U.S.-Tech-Solutions-Inc.-Palo-Alto-CA-94304/usts/18%26%234533924?icid=sr132-5p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-u s -tech-solutions-inc -seattle-wa-98101/usts/583573 icid sr105-4p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-U.S.-Tech-Solutions-Inc.-Seattle-WA-98101/usts/583573?icid=sr105-4p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-u s -tech-solutions-inc -seattle-wa-98104/usts/582961 icid sr133-5p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-U.S.-Tech-Solutions-Inc.-Seattle-WA-98104/usts/582961?icid=sr133-5p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-unisys-federal-reston-va-20190/rtl92996/4461 icid sr20-1p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Unisys-Federal-Reston-VA-20190/RTL92996/4461?icid=sr20-1p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-ups-wayne-nj-07470/10120942a/170671 icid sr17-1p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-UPS-Wayne-NJ-07470/10120942A/170671?icid=sr17-1p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-v2soft-detroit-mi-48226/10115258/18 26 234500737 icid sr150-5p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-V2Soft-Detroit-MI-48226/10115258/18%26%234500737?icid=sr150-5p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-vy-systems-malvern-pa-19355/10114746/960458 icid sr40-2p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-scientist-Vy-Systems-Malvern-PA-19355/10114746/960458?icid=sr40-2p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-w-sap-is 26 2345u-systems-technology-group-inc - 28stg 29-detroit-mi-48268/10124418/sci sapisu icid sr298-10p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-w-SAP-IS%26%2345U-Systems-Technology-Group-Inc.-%28STG%29-Detroit-MI-48268/10124418/Sci_SAPISU?icid=sr298-10p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-walkwater-technologies-kirkland-wa-98033/10463523/592493 icid sr145-5p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Walkwater-Technologies-Kirkland-WA-98033/10463523/592493?icid=sr145-5p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-winmax-systems-corporation-dallas-tx-75227/10120741/535192 icid sr148-5p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-WinMax-Systems-Corporation-Dallas-TX-75227/10120741/535192?icid=sr148-5p&q=%22Data+Scientist%22&l=,False
